destination,latitude,longitude,origin,prognumber,route,stopid,SEGMENT
Pearse Street,53.33289127,-6.275380456000001,Tallaght (The Square),39,49,2634,1347_2634
Pearse Street,53.33425081,-6.2749201779999995,Tallaght (The Square),40,49,2635,2634_2635
Pearse Street,53.33658044,-6.273174332000001,Tallaght (The Square),41,49,2636,2635_2636
Pearse Street,53.3381733,-6.272689494,Tallaght (The Square),42,49,5097,2636_5097
Pearse Street,53.33945807,-6.272652582999999,Tallaght (The Square),43,49,2383,5097_2383
Pearse Street,53.34377081,-6.26944439,Tallaght (The Square),44,49,2002,2383_2002
Pearse Street,53.34430471,-6.262889389,Tallaght (The Square),45,49,1358,2002_1358
Pearse Street,53.34589562,-6.258574096,Tallaght (The Square),46,49,5192,1358_5192
Pearse Street,53.34556412,-6.256800261,Tallaght (The Square),47,49,342,5192_342
Tallaght (The Square),53.34556412,-6.256800261,Pearse Street,1,49,342,start
Tallaght (The Square),53.34430106,-6.260171051,Pearse Street,2,49,4521,342_4521
Tallaght (The Square),53.34429056,-6.2656234689999994,Pearse Street,3,49,1934,4521_1934
Tallaght (The Square),53.34231512,-6.271951368,Pearse Street,4,49,2385,1934_2385
Tallaght (The Square),53.33790737,-6.272324817,Pearse Street,5,49,2386,2385_2386
Tallaght (The Square),53.33658442,-6.272828791,Pearse Street,6,49,2387,2386_2387
Tallaght (The Square),53.3344588,-6.274386231,Pearse Street,7,49,2388,2387_2388
Tallaght (The Square),53.33073105,-6.2751673189999995,Pearse Street,8,49,1290,2388_1290
Tallaght (The Square),53.32844661,-6.276310441000001,Pearse Street,9,49,1291,1290_1291
Tallaght (The Square),53.32562461,-6.278195704,Pearse Street,10,49,1292,1291_1292
Tallaght (The Square),53.32286036,-6.27910263,Pearse Street,11,49,1293,1292_1293
Tallaght (The Square),53.32060003,-6.278803306,Pearse Street,12,49,1294,1293_1294
Tallaght (The Square),53.31791489,-6.279586817,Pearse Street,13,49,1295,1294_1295
Tallaght (The Square),53.31556275,-6.281647623,Pearse Street,14,49,1296,1295_1296
Tallaght (The Square),53.31240961,-6.2823896139999995,Pearse Street,15,49,1297,1296_1297
Tallaght (The Square),53.31074699,-6.283026651,Pearse Street,16,49,1298,1297_1298
Tallaght (The Square),53.30900160000001,-6.285407748,Pearse Street,17,49,1121,1298_1121
Tallaght (The Square),53.30721963,-6.288375352999999,Pearse Street,18,49,1122,1121_1122
Tallaght (The Square),53.30557702,-6.29103703,Pearse Street,19,49,1123,1122_1123
Tallaght (The Square),53.30417282,-6.293403897999999,Pearse Street,20,49,1124,1123_1124
Tallaght (The Square),53.30108536,-6.29811825,Pearse Street,21,49,1125,1124_1125
Tallaght (The Square),53.29845626,-6.3028437429999995,Pearse Street,22,49,1127,1125_1127
Tallaght (The Square),53.29634173,-6.308373431000001,Pearse Street,23,49,1130,1127_1130
Tallaght (The Square),53.29328461,-6.309559329,Pearse Street,24,49,1140,1130_1140
Tallaght (The Square),53.29134436,-6.312816063,Pearse Street,25,49,2515,1140_2515
Tallaght (The Square),53.29022327,-6.315530272999999,Pearse Street,26,49,2516,2515_2516
Tallaght (The Square),53.28921498,-6.318599903,Pearse Street,27,49,2517,2516_2517
Tallaght (The Square),53.28853245,-6.3243865360000004,Pearse Street,28,49,2518,2517_2518
Tallaght (The Square),53.28542669,-6.330447457999999,Pearse Street,29,49,4749,2518_4749
Tallaght (The Square),53.28248499,-6.330262195,Pearse Street,30,49,4750,4749_4750
Tallaght (The Square),53.27901758,-6.332331883999999,Pearse Street,31,49,4751,4750_4751
Tallaght (The Square),53.27820817,-6.336802187999999,Pearse Street,32,49,4754,4751_4754
Tallaght (The Square),53.27849035,-6.342219782000001,Pearse Street,33,49,4755,4754_4755
Tallaght (The Square),53.28032236,-6.340169314,Pearse Street,34,49,3003,4755_3003
Tallaght (The Square),53.28142223,-6.342346246,Pearse Street,35,49,2522,3003_2522
Tallaght (The Square),53.27837374,-6.346768066,Pearse Street,36,49,2524,2522_2524
Tallaght (The Square),53.27710694,-6.34875138,Pearse Street,37,49,2523,2524_2523
Tallaght (The Square),53.27560359,-6.354432442,Pearse Street,38,49,2532,2523_2532
Tallaght (The Square),53.27657338,-6.359583555,Pearse Street,39,49,4877,2532_4877
Tallaght (The Square),53.27678379,-6.366398381000001,Pearse Street,40,49,4878,4877_4878
Tallaght (The Square),53.27696951,-6.372749347999999,Pearse Street,41,49,7180,4878_7180
Tallaght (The Square),53.2832953,-6.375253551,Pearse Street,42,49,7123,7180_7123
Tallaght (The Square),53.28622205,-6.375007513,Pearse Street,43,49,4347,7123_4347
Tallaght (The Square),53.28609075,-6.373287659,Pearse Street,44,49,7181,4347_7181
Aston Quay / Waterloo Rd.,53.3222848,-6.39246159,Clondalkin,1,51D,4664,start
Aston Quay / Waterloo Rd.,53.31957314,-6.394664957000001,Clondalkin,2,51D,2160,4664_2160
Aston Quay / Waterloo Rd.,53.31723876,-6.395518057,Clondalkin,3,51D,4665,2160_4665
Aston Quay / Waterloo Rd.,53.31682346,-6.398055201,Clondalkin,4,51D,4666,4665_4666
Aston Quay / Waterloo Rd.,53.31747882,-6.4013477629999995,Clondalkin,5,51D,4667,4666_4667
Aston Quay / Waterloo Rd.,53.32033853,-6.406164323,Clondalkin,6,51D,4668,4667_4668
Aston Quay / Waterloo Rd.,53.32157234,-6.407694491,Clondalkin,7,51D,3376,4668_3376
Aston Quay / Waterloo Rd.,53.32097233,-6.410553862,Clondalkin,8,51D,3377,3376_3377
Aston Quay / Waterloo Rd.,53.31969828,-6.414774072999999,Clondalkin,9,51D,3378,3377_3378
Aston Quay / Waterloo Rd.,53.31894186,-6.420085635,Clondalkin,10,51D,3379,3378_3379
Aston Quay / Waterloo Rd.,53.3434371,-6.311390662999999,Clondalkin,11,51D,2722,3379_2722
Aston Quay / Waterloo Rd.,53.31989958,-6.421821476,Clondalkin,12,51D,4669,2722_4669
Aston Quay / Waterloo Rd.,53.32408231,-6.42615564,Clondalkin,13,51D,2146,4669_2146
Aston Quay / Waterloo Rd.,53.32684674,-6.425183145,Clondalkin,14,51D,2147,2146_2147
Aston Quay / Waterloo Rd.,53.32879327,-6.424210639,Clondalkin,15,51D,2148,2147_2148
Aston Quay / Waterloo Rd.,53.32956826,-6.421644753,Clondalkin,16,51D,2149,2148_2149
Aston Quay / Waterloo Rd.,53.32873006,-6.416721259,Clondalkin,17,51D,2150,2149_2150
Aston Quay / Waterloo Rd.,53.32861452,-6.414113202999999,Clondalkin,18,51D,2151,2150_2151
Aston Quay / Waterloo Rd.,53.32751095,-6.411556881,Clondalkin,19,51D,2152,2151_2152
Aston Quay / Waterloo Rd.,53.32498739,-6.412386224,Clondalkin,20,51D,2153,2152_2153
Aston Quay / Waterloo Rd.,53.32342343,-6.410357676,Clondalkin,21,51D,2154,2153_2154
Aston Quay / Waterloo Rd.,53.32285801,-6.4083971889999995,Clondalkin,22,51D,6245,2154_6245
Aston Quay / Waterloo Rd.,53.32406207,-6.405680267,Clondalkin,23,51D,6013,6245_6013
Aston Quay / Waterloo Rd.,53.32548462,-6.405191867,Clondalkin,24,51D,6247,6013_6247
Aston Quay / Waterloo Rd.,53.34174508,-6.407979172,Clondalkin,25,51D,2681,6247_2681
Aston Quay / Waterloo Rd.,53.34350862,-6.40744789,Clondalkin,26,51D,4691,2681_4691
Aston Quay / Waterloo Rd.,53.34736324,-6.406012492,Clondalkin,27,51D,4796,4691_4796
Aston Quay / Waterloo Rd.,53.34950944,-6.405196397,Clondalkin,28,51D,4690,4796_4690
Aston Quay / Waterloo Rd.,53.35096772,-6.404691317999999,Clondalkin,29,51D,4411,4690_4411
Aston Quay / Waterloo Rd.,53.3561172,-6.391924632,Clondalkin,30,51D,2239,4411_2239
Aston Quay / Waterloo Rd.,53.35492926,-6.371268023,Clondalkin,31,51D,2241,2239_2241
Aston Quay / Waterloo Rd.,53.35392732,-6.367009818,Clondalkin,32,51D,2242,2241_2242
Aston Quay / Waterloo Rd.,53.34317893,-6.315380836,Clondalkin,33,51D,7435,2242_7435
Aston Quay / Waterloo Rd.,53.34616439,-6.292718367000001,Clondalkin,34,51D,4413,7435_4413
Aston Quay / Waterloo Rd.,53.34700182,-6.284679161000001,Clondalkin,35,51D,1476,4413_1476
Aston Quay / Waterloo Rd.,53.34633589,-6.278382504,Clondalkin,36,51D,7453,1476_7453
Aston Quay / Waterloo Rd.,53.34564609,-6.2729431270000005,Clondalkin,37,51D,1478,7453_1478
Aston Quay / Waterloo Rd.,53.34591596,-6.2692373439999995,Clondalkin,38,51D,1479,1478_1479
Aston Quay / Waterloo Rd.,53.346926399999994,-6.262076846,Clondalkin,39,51D,315,1479_315
Aston Quay / Waterloo Rd.,53.34618678,-6.256970115,Clondalkin,40,51D,4495,315_4495
Aston Quay / Waterloo Rd.,53.34303571,-6.2498595770000005,Clondalkin,41,51D,2809,4495_2809
Aston Quay / Waterloo Rd.,53.34079491,-6.250897489,Clondalkin,42,51D,2810,2809_2810
Aston Quay / Waterloo Rd.,53.3393595,-6.252307818999999,Clondalkin,43,51D,2811,2810_2811
Aston Quay / Waterloo Rd.,53.3376207,-6.250802147000001,Clondalkin,44,51D,749,2811_749
Aston Quay / Waterloo Rd.,53.33657108,-6.248487503,Clondalkin,45,51D,750,749_750
Aston Quay / Waterloo Rd.,53.33532055,-6.2465716360000005,Clondalkin,46,51D,751,750_751
Aston Quay / Waterloo Rd.,53.33367165,-6.24446202,Clondalkin,47,51D,752,751_752
Aston Quay / Waterloo Rd.,53.33245339,-6.243521055,Clondalkin,48,51D,753,752_753
Aston Quay / Waterloo Rd.,53.33078378,-6.244280327,Clondalkin,49,51D,754,753_754
Aston Quay / Waterloo Rd.,53.32882805,-6.245141368,Clondalkin,50,51D,755,754_755
Clondalkin,53.34646042,-6.260939259,Aston Quay / Waterloo Rd.,1,51D,7392,start
Clondalkin,53.34512939,-6.269539559,Aston Quay / Waterloo Rd.,2,51D,1443,7392_1443
Clondalkin,53.34511841,-6.273745471,Aston Quay / Waterloo Rd.,3,51D,1444,1443_1444
Clondalkin,53.34567841,-6.27828884,Aston Quay / Waterloo Rd.,4,51D,1445,1444_1445
Clondalkin,53.34655233,-6.285298008,Aston Quay / Waterloo Rd.,5,51D,4407,1445_4407
Clondalkin,53.34588406,-6.29385605,Aston Quay / Waterloo Rd.,6,51D,2637,4407_2637
Clondalkin,53.34327186,-6.310511085,Aston Quay / Waterloo Rd.,7,51D,2721,2637_2721
Clondalkin,53.34295414,-6.315374679,Aston Quay / Waterloo Rd.,8,51D,7012,2721_7012
Clondalkin,53.35327375,-6.364571165,Aston Quay / Waterloo Rd.,9,51D,2201,7012_2201
Clondalkin,53.35475553,-6.371710305,Aston Quay / Waterloo Rd.,10,51D,4401,2201_4401
Clondalkin,53.35571356,-6.391984898,Aston Quay / Waterloo Rd.,11,51D,2213,4401_2213
Clondalkin,53.35040934,-6.404607022,Aston Quay / Waterloo Rd.,12,51D,4688,2213_4688
Clondalkin,53.34769920000001,-6.405594413999999,Aston Quay / Waterloo Rd.,13,51D,4689,4688_4689
Clondalkin,53.34524897,-6.406526926000001,Aston Quay / Waterloo Rd.,14,51D,4410,4689_4410
Clondalkin,53.34350401,-6.407102632999999,Aston Quay / Waterloo Rd.,15,51D,2678,4410_2678
Clondalkin,53.34155623,-6.40797119,Aston Quay / Waterloo Rd.,16,51D,2679,2678_2679
Clondalkin,53.33876117,-6.4079852079999995,Aston Quay / Waterloo Rd.,17,51D,2680,2679_2680
Clondalkin,53.32301377,-6.409967595,Aston Quay / Waterloo Rd.,18,51D,4677,2680_4677
Clondalkin,53.324926500000004,-6.412538606,Aston Quay / Waterloo Rd.,19,51D,2136,4677_2136
Clondalkin,53.326398,-6.41234886,Aston Quay / Waterloo Rd.,20,51D,2137,2136_2137
Clondalkin,53.32810146,-6.411354783999999,Aston Quay / Waterloo Rd.,21,51D,7201,2137_7201
Clondalkin,53.32855823,-6.41393513,Aston Quay / Waterloo Rd.,22,51D,2138,7201_2138
Clondalkin,53.32871727,-6.417112082,Aston Quay / Waterloo Rd.,23,51D,2139,2138_2139
Clondalkin,53.32954985,-6.422291023,Aston Quay / Waterloo Rd.,24,51D,2140,2139_2140
Clondalkin,53.32840757,-6.424269895,Aston Quay / Waterloo Rd.,25,51D,2141,2140_2141
Clondalkin,53.32720193,-6.4248547920000005,Aston Quay / Waterloo Rd.,26,51D,2142,2141_2142
Clondalkin,53.32505934,-6.425954546,Aston Quay / Waterloo Rd.,27,51D,2143,2142_2143
Clondalkin,53.32312702,-6.424599582999999,Aston Quay / Waterloo Rd.,28,51D,2145,2143_2145
Clondalkin,53.321228500000004,-6.42240289,Aston Quay / Waterloo Rd.,29,51D,4670,2145_4670
Clondalkin,53.31900693,-6.420248342000001,Aston Quay / Waterloo Rd.,30,51D,3420,4670_3420
Clondalkin,53.31975517,-6.414997119,Aston Quay / Waterloo Rd.,31,51D,3421,3420_3421
Clondalkin,53.32081764,-6.4117604660000005,Aston Quay / Waterloo Rd.,32,51D,3422,3421_3422
Clondalkin,53.32015445,-6.405840952999999,Aston Quay / Waterloo Rd.,33,51D,4671,3422_4671
Clondalkin,53.31754767,-6.401120046,Aston Quay / Waterloo Rd.,34,51D,4672,4671_4672
Clondalkin,53.31676667,-6.3958359520000005,Aston Quay / Waterloo Rd.,35,51D,3465,4672_3465
Clondalkin,53.31972687,-6.394734238,Aston Quay / Waterloo Rd.,36,51D,2172,3465_2172
Clondalkin,53.31809714,-6.395185661,Aston Quay / Waterloo Rd.,37,51D,4673,2172_4673
Clondalkin,53.32234719,-6.393089718,Aston Quay / Waterloo Rd.,38,51D,4409,4673_4409
Clondalkin,53.32491658,-6.390336007999999,Aston Quay / Waterloo Rd.,39,51D,4550,4409_4550
Clondalkin,53.32649703,-6.38292027,Aston Quay / Waterloo Rd.,40,51D,4551,4550_4551
Clondalkin,53.32386831,-6.37929675,Aston Quay / Waterloo Rd.,41,51D,1965,4551_1965
Clondalkin,53.32054306,-6.377996756,Aston Quay / Waterloo Rd.,42,51D,1966,1965_1966
Dublin Ferryport,53.35104285,-6.253452188,Talbot St.,1,53,4380,start
Dublin Ferryport,53.35174335,-6.255256217,Talbot St.,2,53,1172,4380_1172
Dublin Ferryport,53.35378211,-6.252694206,Talbot St.,3,53,7671,1172_7671
Dublin Ferryport,53.35525754,-6.254015974,Talbot St.,4,53,513,7671_513
Dublin Ferryport,53.3539376,-6.257795552999999,Talbot St.,5,53,4513,513_4513
Dublin Ferryport,53.35200038,-6.260548478,Talbot St.,6,53,286,4513_286
Dublin Ferryport,53.34859636,-6.25948542,Talbot St.,7,53,271,286_271
Dublin Ferryport,53.34953369,-6.252282157000001,Talbot St.,8,53,496,271_496
Dublin Ferryport,53.35052608,-6.250694342999999,Talbot St.,9,53,497,496_497
Dublin Ferryport,53.35360828,-6.248194548,Talbot St.,10,53,515,497_515
Dublin Ferryport,53.35572883,-6.24570384,Talbot St.,11,53,516,515_516
Dublin Ferryport,53.35768013,-6.242709027,Talbot St.,12,53,4384,516_4384
Dublin Ferryport,53.35893921,-6.240929402999999,Talbot St.,13,53,518,4384_518
Dublin Ferryport,53.360230099999995,-6.23826189,Talbot St.,14,53,2255,518_2255
Dublin Ferryport,53.35834894,-6.235650152000001,Talbot St.,15,53,2256,2255_2256
Dublin Ferryport,53.35724331,-6.237468647000001,Talbot St.,16,53,2717,2256_2717
Dublin Ferryport,53.35638242,-6.238210284,Talbot St.,17,53,2257,2717_2257
Dublin Ferryport,53.35465375,-6.238011177000001,Talbot St.,18,53,2258,2257_2258
Dublin Ferryport,53.35353813,-6.236720191,Talbot St.,19,53,2259,2258_2259
Dublin Ferryport,53.35177851,-6.23503526,Talbot St.,20,53,2260,2259_2260
Dublin Ferryport,53.35263855,-6.232415894,Talbot St.,21,53,2261,2260_2261
Dublin Ferryport,53.35420697,-6.23029286,Talbot St.,22,53,4469,2261_4469
Dublin Ferryport,53.353522899999994,-6.226595602000001,Talbot St.,23,53,2262,4469_2262
Dublin Ferryport,53.35113565,-6.222608796,Talbot St.,24,53,2264,2262_2264
Dublin Ferryport,53.35104978,-6.219863392000001,Talbot St.,25,53,2265,2264_2265
Dublin Ferryport,53.35030776,-6.203340627999999,Talbot St.,26,53,2269,2265_2269
Dublin Ferryport,53.34570612,-6.195618655,Talbot St.,27,53,2270,2269_2270
Talbot St.,53.34570612,-6.195618655,Dublin Ferryport,1,53,2270,start
Talbot St.,53.35283783,-6.213809969,Dublin Ferryport,2,53,7601,2270_7601
Talbot St.,53.352864100000005,-6.225811747000001,Dublin Ferryport,3,53,2508,7601_2508
Talbot St.,53.35438083,-6.229895061000001,Dublin Ferryport,4,53,2278,2508_2278
Talbot St.,53.35294137,-6.231622198999999,Dublin Ferryport,5,53,2279,2278_2279
Talbot St.,53.3520557,-6.233116005,Dublin Ferryport,6,53,2720,2279_2720
Talbot St.,53.35231172,-6.237056239,Dublin Ferryport,7,53,2280,2720_2280
Talbot St.,53.35366411,-6.236730013,Dublin Ferryport,8,53,2281,2280_2281
Talbot St.,53.35484117,-6.238529251,Dublin Ferryport,9,53,2282,2281_2282
Talbot St.,53.35678420000001,-6.238028448,Dublin Ferryport,10,53,4468,2282_4468
Talbot St.,53.35832621,-6.235936552,Dublin Ferryport,11,53,2283,4468_2283
Talbot St.,53.35991702,-6.239581965,Dublin Ferryport,12,53,616,2283_616
Talbot St.,53.35789452,-6.242009096,Dublin Ferryport,13,53,617,616_617
Talbot St.,53.35611171,-6.244846798999999,Dublin Ferryport,14,53,618,617_618
Talbot St.,53.35404463,-6.247305334,Dublin Ferryport,15,53,619,618_619
Talbot St.,53.35285814,-6.248525759,Dublin Ferryport,16,53,675,619_675
Talbot St.,53.35104285,-6.253452188,Dublin Ferryport,17,53,4380,675_4380
Sheriff Street Upper,53.35104285,-6.253452188,Talbot St.,1,53A,4380,start
Sheriff Street Upper,53.35174335,-6.255256217,Talbot St.,2,53A,1172,4380_1172
Sheriff Street Upper,53.355971700000005,-6.252454393,Talbot St.,3,53A,4509,1172_4509
Sheriff Street Upper,,,Talbot St.,4,53A,7708,4509_7708
Sheriff Street Upper,,,Talbot St.,5,53A,7709,7708_7709
Sheriff Street Upper,,,Talbot St.,6,53A,7710,7709_7710
Sheriff Street Upper,,,Talbot St.,7,53A,7711,7710_7711
Sheriff Street Upper,,,Talbot St.,8,53A,7705,7711_7705
Talbot St.,,,Sheriff Street Uppe,1,53A,7705,start
Talbot St.,53.35039408,-6.23866757,Sheriff Street Uppe,2,53A,6251,7705_6251
Talbot St.,,,Sheriff Street Uppe,3,53A,7706,6251_7706
Talbot St.,,,Sheriff Street Uppe,4,53A,7707,7706_7707
Talbot St.,,,Sheriff Street Uppe,5,53A,512,7707_512
Talbot St.,53.35525754,-6.254015974,Sheriff Street Uppe,6,53A,513,512_513
Talbot St.,53.35137701,-6.254790484,Sheriff Street Uppe,7,53A,7402,513_7402
Talbot St.,53.35104285,-6.253452188,Sheriff Street Uppe,8,53A,4380,7402_4380
Ellensborough / Kiltipper Way,53.34556412,-6.256800261,Pearse Street,1,54A,342,start
Ellensborough / Kiltipper Way,53.34426049,-6.261704666,Pearse Street,2,54A,1279,342_1279
Ellensborough / Kiltipper Way,53.34429056,-6.2656234689999994,Pearse Street,3,54A,1934,1279_1934
Ellensborough / Kiltipper Way,53.34231512,-6.271951368,Pearse Street,4,54A,2385,1934_2385
Ellensborough / Kiltipper Way,53.33790737,-6.272324817,Pearse Street,5,54A,2386,2385_2386
Ellensborough / Kiltipper Way,53.33658442,-6.272828791,Pearse Street,6,54A,2387,2386_2387
Ellensborough / Kiltipper Way,53.3344588,-6.274386231,Pearse Street,7,54A,2388,2387_2388
Ellensborough / Kiltipper Way,53.33073105,-6.2751673189999995,Pearse Street,8,54A,1290,2388_1290
Ellensborough / Kiltipper Way,53.32844661,-6.276310441000001,Pearse Street,9,54A,1291,1290_1291
Ellensborough / Kiltipper Way,53.32492903,-6.279199521000001,Pearse Street,10,54A,2389,1291_2389
Ellensborough / Kiltipper Way,53.32152863,-6.283989835,Pearse Street,11,54A,2390,2389_2390
Ellensborough / Kiltipper Way,53.32019751,-6.286429956,Pearse Street,12,54A,2391,2390_2391
Ellensborough / Kiltipper Way,53.31889135,-6.291240547999999,Pearse Street,13,54A,2392,2391_2392
Ellensborough / Kiltipper Way,53.31520361,-6.295455305,Pearse Street,14,54A,2393,2392_2393
Ellensborough / Kiltipper Way,53.31325906,-6.297754017000001,Pearse Street,15,54A,2394,2393_2394
Ellensborough / Kiltipper Way,53.31173558,-6.3005910720000005,Pearse Street,16,54A,2395,2394_2395
Ellensborough / Kiltipper Way,53.30881907,-6.302177578999999,Pearse Street,17,54A,2396,2395_2396
Ellensborough / Kiltipper Way,53.30658916,-6.300855508,Pearse Street,18,54A,2397,2396_2397
Ellensborough / Kiltipper Way,53.30534396,-6.299884582000001,Pearse Street,19,54A,2398,2397_2398
Ellensborough / Kiltipper Way,53.30352318,-6.299521781,Pearse Street,20,54A,2399,2398_2399
Ellensborough / Kiltipper Way,53.30200796,-6.303573141,Pearse Street,21,54A,2400,2399_2400
Ellensborough / Kiltipper Way,53.30182196,-6.306296284,Pearse Street,22,54A,2401,2400_2401
Ellensborough / Kiltipper Way,53.30325779,-6.311206025,Pearse Street,23,54A,2402,2401_2402
Ellensborough / Kiltipper Way,53.30507018,-6.3167014870000004,Pearse Street,24,54A,2403,2402_2403
Ellensborough / Kiltipper Way,53.30604427,-6.321404967,Pearse Street,25,54A,1096,2403_1096
Ellensborough / Kiltipper Way,53.30306175,-6.322152158,Pearse Street,26,54A,1097,1096_1097
Ellensborough / Kiltipper Way,53.30127238,-6.323377622000001,Pearse Street,27,54A,1099,1097_1099
Ellensborough / Kiltipper Way,53.29563615,-6.323328362000001,Pearse Street,28,54A,6132,1099_6132
Ellensborough / Kiltipper Way,53.29306798,-6.321583811,Pearse Street,29,54A,2551,6132_2551
Ellensborough / Kiltipper Way,53.28968909,-6.333806232000001,Pearse Street,30,54A,2553,2551_2553
Ellensborough / Kiltipper Way,53.28904029,-6.339486367999999,Pearse Street,31,54A,2554,2553_2554
Ellensborough / Kiltipper Way,53.2887216,-6.34954844,Pearse Street,32,54A,2555,2554_2555
Ellensborough / Kiltipper Way,53.28816601,-6.355524602000001,Pearse Street,33,54A,2556,2555_2556
Ellensborough / Kiltipper Way,53.28850642,-6.363281249,Pearse Street,34,54A,2557,2556_2557
Ellensborough / Kiltipper Way,53.28916826,-6.36697587,Pearse Street,35,54A,4436,2557_4436
Ellensborough / Kiltipper Way,53.29045019,-6.369356993999999,Pearse Street,36,54A,5008,4436_5008
Ellensborough / Kiltipper Way,53.28939562,-6.373747085,Pearse Street,37,54A,4640,5008_4640
Ellensborough / Kiltipper Way,53.28622205,-6.375007513,Pearse Street,38,54A,4347,4640_4347
Ellensborough / Kiltipper Way,53.28502887,-6.378472384,Pearse Street,39,54A,2349,4347_2349
Ellensborough / Kiltipper Way,53.28320557,-6.384525449,Pearse Street,40,54A,2351,2349_2351
Ellensborough / Kiltipper Way,53.28024945,-6.383932116,Pearse Street,41,54A,2558,2351_2558
Ellensborough / Kiltipper Way,53.27709920000001,-6.375008732,Pearse Street,42,54A,6170,2558_6170
Ellensborough / Kiltipper Way,53.27570205,-6.373397294,Pearse Street,43,54A,5023,6170_5023
Ellensborough / Kiltipper Way,53.27072721,-6.371097301,Pearse Street,44,54A,5024,5023_5024
Pearse Street,53.27089098,-6.371900711,Ellensborough / Kiltipper Way,1,54A,5161,start
Pearse Street,53.27624637,-6.373766497999999,Ellensborough / Kiltipper Way,2,54A,5162,5161_5162
Pearse Street,53.28061184,-6.384143392,Ellensborough / Kiltipper Way,3,54A,2571,5162_2571
Pearse Street,53.28359003,-6.384375966,Ellensborough / Kiltipper Way,4,54A,2359,2571_2359
Pearse Street,53.28469482,-6.37968488,Ellensborough / Kiltipper Way,5,54A,2360,2359_2360
Pearse Street,53.28668164,-6.375095063,Ellensborough / Kiltipper Way,6,54A,4348,2360_4348
Pearse Street,53.28943871,-6.37427044,Ellensborough / Kiltipper Way,7,54A,4646,4348_4646
Pearse Street,53.29005747,-6.3715319489999995,Ellensborough / Kiltipper Way,8,54A,4647,4646_4647
Pearse Street,53.28884292,-6.363568377000001,Ellensborough / Kiltipper Way,9,54A,4435,4647_4435
Pearse Street,53.28828766,-6.356524889,Ellensborough / Kiltipper Way,10,54A,2594,4435_2594
Pearse Street,53.28894873,-6.349074696000001,Ellensborough / Kiltipper Way,11,54A,2595,2594_2595
Pearse Street,53.28978525,-6.340702471,Ellensborough / Kiltipper Way,12,54A,2596,2595_2596
Pearse Street,53.28944973,-6.335330532,Ellensborough / Kiltipper Way,13,54A,2597,2596_2597
Pearse Street,53.29344189,-6.32132913,Ellensborough / Kiltipper Way,14,54A,2599,2597_2599
Pearse Street,53.29544456,-6.323125838999999,Ellensborough / Kiltipper Way,15,54A,4577,2599_4577
Pearse Street,53.29756285,-6.326118406,Ellensborough / Kiltipper Way,16,54A,4578,4577_4578
Pearse Street,53.30120305,-6.323560387000001,Ellensborough / Kiltipper Way,17,54A,1100,4578_1100
Pearse Street,53.303073899999994,-6.322376751,Ellensborough / Kiltipper Way,18,54A,100,1100_100
Pearse Street,53.30528143,-6.322125142999999,Ellensborough / Kiltipper Way,19,54A,1111,100_1111
Pearse Street,53.30497167,-6.3160901439999995,Ellensborough / Kiltipper Way,20,54A,2404,1111_2404
Pearse Street,53.30340258,-6.311275335,Ellensborough / Kiltipper Way,21,54A,2405,2404_2405
Pearse Street,53.30198973,-6.304819222000001,Ellensborough / Kiltipper Way,22,54A,2406,2405_2406
Pearse Street,53.30399094,-6.299548207999999,Ellensborough / Kiltipper Way,23,54A,2408,2406_2408
Pearse Street,53.30539122,-6.300047765,Ellensborough / Kiltipper Way,24,54A,2409,2408_2409
Pearse Street,53.30722588,-6.30138545,Ellensborough / Kiltipper Way,25,54A,2410,2409_2410
Pearse Street,53.30917325,-6.302433647000001,Ellensborough / Kiltipper Way,26,54A,2411,2410_2411
Pearse Street,53.31093522,-6.301823462000001,Ellensborough / Kiltipper Way,27,54A,2412,2411_2412
Pearse Street,53.31248952,-6.299255424,Ellensborough / Kiltipper Way,28,54A,2438,2412_2438
Pearse Street,53.31354587,-6.297697578999999,Ellensborough / Kiltipper Way,29,54A,2439,2438_2439
Pearse Street,53.31640087,-6.294326915,Ellensborough / Kiltipper Way,30,54A,2440,2439_2440
Pearse Street,53.31906116,-6.291173722000001,Ellensborough / Kiltipper Way,31,54A,2441,2440_2441
Pearse Street,53.32045241,-6.28602946,Ellensborough / Kiltipper Way,32,54A,2442,2441_2442
Pearse Street,53.32189218,-6.2836449960000005,Ellensborough / Kiltipper Way,33,54A,2443,2442_2443
Pearse Street,53.32429774,-6.2796752929999995,Ellensborough / Kiltipper Way,34,54A,2444,2443_2444
Pearse Street,53.32717106,-6.2776079629999995,Ellensborough / Kiltipper Way,35,54A,1344,2444_1344
Pearse Street,53.32879608,-6.276236296,Ellensborough / Kiltipper Way,36,54A,1345,1344_1345
Pearse Street,53.33118301,-6.275344272999999,Ellensborough / Kiltipper Way,37,54A,1347,1345_1347
Pearse Street,53.33289127,-6.275380456000001,Ellensborough / Kiltipper Way,38,54A,2634,1347_2634
Pearse Street,53.33425081,-6.2749201779999995,Ellensborough / Kiltipper Way,39,54A,2635,2634_2635
Pearse Street,53.33658044,-6.273174332000001,Ellensborough / Kiltipper Way,40,54A,2636,2635_2636
Pearse Street,53.33945807,-6.272652582999999,Ellensborough / Kiltipper Way,41,54A,2383,2636_2383
Pearse Street,53.34404127,-6.2682619420000005,Ellensborough / Kiltipper Way,42,54A,2003,2383_2003
