destination,latitude,longitude,origin,prognumber,route,stopid,SEGMENT
Charlestown Shopping Centre,53.34248065,-6.347067298,Liffey Valley Shopping Centre,24,40,2713,2697_2713
Charlestown Shopping Centre,53.34190511,-6.341863214,Liffey Valley Shopping Centre,25,40,2714,2713_2714
Charlestown Shopping Centre,53.34255171,-6.338594133,Liffey Valley Shopping Centre,26,40,2715,2714_2715
Charlestown Shopping Centre,53.34284063,-6.3322450560000005,Liffey Valley Shopping Centre,27,40,2716,2715_2716
Charlestown Shopping Centre,53.34228226,-6.327671217000001,Liffey Valley Shopping Centre,28,40,2718,2716_2718
Charlestown Shopping Centre,53.34164577,-6.320111938999999,Liffey Valley Shopping Centre,29,40,2719,2718_2719
Charlestown Shopping Centre,53.33970648,-6.31898677,Liffey Valley Shopping Centre,30,40,1989,2719_1989
Charlestown Shopping Centre,53.34047278,-6.314691572999999,Liffey Valley Shopping Centre,31,40,1990,1989_1990
Charlestown Shopping Centre,53.34065450000001,-6.309112777,Liffey Valley Shopping Centre,32,40,1992,1990_1992
Charlestown Shopping Centre,53.34085366,-6.3047797270000006,Liffey Valley Shopping Centre,33,40,1993,1992_1993
Charlestown Shopping Centre,53.34142396,-6.299380601,Liffey Valley Shopping Centre,34,40,1994,1993_1994
Charlestown Shopping Centre,53.34267519,-6.2932182270000006,Liffey Valley Shopping Centre,35,40,1995,1994_1995
Charlestown Shopping Centre,53.34356007,-6.288481954,Liffey Valley Shopping Centre,36,40,1996,1995_1996
Charlestown Shopping Centre,53.34357108,-6.285492742000001,Liffey Valley Shopping Centre,37,40,1997,1996_1997
Charlestown Shopping Centre,53.34313961,-6.280493772000001,Liffey Valley Shopping Centre,38,40,1998,1997_1998
Charlestown Shopping Centre,53.34311924,-6.276589701,Liffey Valley Shopping Centre,39,40,1999,1998_1999
Charlestown Shopping Centre,53.34331047,-6.273653305,Liffey Valley Shopping Centre,40,40,2001,1999_2001
Charlestown Shopping Centre,53.34377081,-6.26944439,Liffey Valley Shopping Centre,41,40,2002,2001_2002
Charlestown Shopping Centre,53.34430471,-6.262889389,Liffey Valley Shopping Centre,42,40,1358,2002_1358
Charlestown Shopping Centre,53.34596901,-6.259292057000001,Liffey Valley Shopping Centre,43,40,319,1358_319
Charlestown Shopping Centre,53.35013175,-6.2606095470000005,Liffey Valley Shopping Centre,44,40,279,319_279
Charlestown Shopping Centre,53.35284091,-6.264570261,Liffey Valley Shopping Centre,45,40,7,279_7
Charlestown Shopping Centre,53.356958299999995,-6.264628311,Liffey Valley Shopping Centre,46,40,11,7_11
Charlestown Shopping Centre,53.35853124,-6.262776506,Liffey Valley Shopping Centre,47,40,14,11_14
Charlestown Shopping Centre,53.36008858,-6.26109047,Liffey Valley Shopping Centre,48,40,15,14_15
Charlestown Shopping Centre,53.36197935,-6.260697936000001,Liffey Valley Shopping Centre,49,40,834,15_834
Charlestown Shopping Centre,53.36256033,-6.26294315,Liffey Valley Shopping Centre,50,40,835,834_835
Charlestown Shopping Centre,53.3632915,-6.266249162,Liffey Valley Shopping Centre,51,40,836,835_836
Charlestown Shopping Centre,53.36370153,-6.267870355,Liffey Valley Shopping Centre,52,40,837,836_837
Charlestown Shopping Centre,53.36677782,-6.272373909,Liffey Valley Shopping Centre,53,40,1506,837_1506
Charlestown Shopping Centre,53.36839052,-6.274502692,Liffey Valley Shopping Centre,54,40,1507,1506_1507
Charlestown Shopping Centre,53.369910899999994,-6.278333551,Liffey Valley Shopping Centre,55,40,1508,1507_1508
Charlestown Shopping Centre,53.37292583,-6.28422366,Liffey Valley Shopping Centre,56,40,1509,1508_1509
Charlestown Shopping Centre,53.37690693,-6.287310237000001,Liffey Valley Shopping Centre,57,40,1510,1509_1510
Charlestown Shopping Centre,53.37823452,-6.287752985,Liffey Valley Shopping Centre,58,40,1511,1510_1511
Charlestown Shopping Centre,53.37972092,-6.289241605,Liffey Valley Shopping Centre,59,40,1592,1511_1592
Charlestown Shopping Centre,53.37891477,-6.294459749,Liffey Valley Shopping Centre,60,40,1593,1592_1593
Charlestown Shopping Centre,53.38071319,-6.297664845,Liffey Valley Shopping Centre,61,40,1594,1593_1594
Charlestown Shopping Centre,53.380739500000004,-6.2976187,Liffey Valley Shopping Centre,62,40,1595,1594_1595
Charlestown Shopping Centre,53.3830411,-6.300819057000001,Liffey Valley Shopping Centre,63,40,1596,1595_1596
Charlestown Shopping Centre,53.38171224,-6.3034425060000006,Liffey Valley Shopping Centre,64,40,4363,1596_4363
Charlestown Shopping Centre,53.38024218,-6.30562044,Liffey Valley Shopping Centre,65,40,1598,4363_1598
Charlestown Shopping Centre,53.38045522,-6.309234666,Liffey Valley Shopping Centre,66,40,1597,1598_1597
Charlestown Shopping Centre,53.38089975,-6.310795416,Liffey Valley Shopping Centre,67,40,1599,1597_1599
Charlestown Shopping Centre,53.38402416,-6.312460662,Liffey Valley Shopping Centre,68,40,1573,1599_1573
Charlestown Shopping Centre,53.385594,-6.312879647000001,Liffey Valley Shopping Centre,69,40,1574,1573_1574
Charlestown Shopping Centre,53.38706614,-6.312746258,Liffey Valley Shopping Centre,70,40,1575,1574_1575
Charlestown Shopping Centre,53.38852909,-6.312598188,Liffey Valley Shopping Centre,71,40,4583,1575_4583
Charlestown Shopping Centre,53.39060039,-6.311614124,Liffey Valley Shopping Centre,72,40,1518,4583_1518
Charlestown Shopping Centre,53.39244487,-6.311751618,Liffey Valley Shopping Centre,73,40,1519,1518_1519
Charlestown Shopping Centre,53.393920200000004,-6.311843587,Liffey Valley Shopping Centre,74,40,1520,1519_1520
Charlestown Shopping Centre,53.39540738,-6.310867452999999,Liffey Valley Shopping Centre,75,40,7661,1520_7661
Charlestown Shopping Centre,53.3972213,-6.310750494,Liffey Valley Shopping Centre,76,40,1521,7661_1521
Charlestown Shopping Centre,53.39845281,-6.307588797,Liffey Valley Shopping Centre,77,40,4546,1521_4546
Charlestown Shopping Centre,53.39734112,-6.306520115,Liffey Valley Shopping Centre,78,40,1559,4546_1559
Charlestown Shopping Centre,53.39021993,-6.299375386,Liffey Valley Shopping Centre,79,40,987,1559_987
Charlestown Shopping Centre,53.39267184,-6.3005105939999995,Liffey Valley Shopping Centre,80,40,4937,987_4937
Charlestown Shopping Centre,53.39524117,-6.301686366,Liffey Valley Shopping Centre,81,40,1547,4937_1547
Charlestown Shopping Centre,53.39611015,-6.302749492999999,Liffey Valley Shopping Centre,82,40,1548,1547_1548
Charlestown Shopping Centre,53.40019629,-6.303143293,Liffey Valley Shopping Centre,83,40,1280,1548_1280
Charlestown Shopping Centre,53.40350243,-6.302410113,Liffey Valley Shopping Centre,84,40,6348,1280_6348
Liffey Valley Shopping Centre,53.40308897,-6.30430656,Charlestown Shopping Centre,1,40,7132,start
Liffey Valley Shopping Centre,53.39981751,-6.303053095,Charlestown Shopping Centre,2,40,1558,7132_1558
Liffey Valley Shopping Centre,53.39625109,-6.302548397000001,Charlestown Shopping Centre,3,40,2957,1558_2957
Liffey Valley Shopping Centre,53.3944049,-6.301027972999999,Charlestown Shopping Centre,4,40,2958,2957_2958
Liffey Valley Shopping Centre,53.39086154,-6.298357457000001,Charlestown Shopping Centre,5,40,4938,2958_4938
Liffey Valley Shopping Centre,53.39743266,-6.306636782999999,Charlestown Shopping Centre,6,40,1549,4938_1549
Liffey Valley Shopping Centre,53.39787885,-6.3095815570000005,Charlestown Shopping Centre,7,40,1523,1549_1523
Liffey Valley Shopping Centre,53.39555626,-6.310590887,Charlestown Shopping Centre,8,40,1524,1523_1524
Liffey Valley Shopping Centre,53.3940693,-6.311582062,Charlestown Shopping Centre,9,40,1525,1524_1525
Liffey Valley Shopping Centre,53.39230694,-6.3115315370000005,Charlestown Shopping Centre,10,40,1526,1525_1526
Liffey Valley Shopping Centre,53.39046267,-6.31140908,Charlestown Shopping Centre,11,40,6080,1526_6080
Liffey Valley Shopping Centre,53.38876802,-6.312333145,Charlestown Shopping Centre,12,40,1585,6080_1585
Liffey Valley Shopping Centre,53.38652504,-6.312617317999999,Charlestown Shopping Centre,13,40,1586,1585_1586
Liffey Valley Shopping Centre,53.38346643,-6.311791207000001,Charlestown Shopping Centre,14,40,1587,1586_1587
Liffey Valley Shopping Centre,53.38167335,-6.3108399529999994,Charlestown Shopping Centre,15,40,4539,1587_4539
Liffey Valley Shopping Centre,53.38037068,-6.30644209,Charlestown Shopping Centre,16,40,1606,4539_1606
Liffey Valley Shopping Centre,53.38216138,-6.303424647999999,Charlestown Shopping Centre,17,40,1607,1606_1607
Liffey Valley Shopping Centre,53.38304986,-6.299540919,Charlestown Shopping Centre,18,40,1608,1607_1608
Liffey Valley Shopping Centre,53.38038424,-6.29728714,Charlestown Shopping Centre,19,40,1609,1608_1609
Liffey Valley Shopping Centre,53.37880771,-6.296403071,Charlestown Shopping Centre,20,40,1610,1609_1610
Liffey Valley Shopping Centre,53.37925691,-6.293243555,Charlestown Shopping Centre,21,40,7471,1610_7471
Liffey Valley Shopping Centre,53.37896788,-6.2874980879999995,Charlestown Shopping Centre,22,40,1533,7471_1533
Liffey Valley Shopping Centre,53.37533284,-6.285975603,Charlestown Shopping Centre,23,40,1534,1533_1534
Liffey Valley Shopping Centre,53.37230596,-6.282369944,Charlestown Shopping Centre,24,40,1535,1534_1535
Liffey Valley Shopping Centre,53.36962603,-6.277278043,Charlestown Shopping Centre,25,40,1536,1535_1536
Liffey Valley Shopping Centre,53.36806621,-6.273208399,Charlestown Shopping Centre,26,40,1537,1536_1537
Liffey Valley Shopping Centre,53.36535534,-6.271589978,Charlestown Shopping Centre,27,40,186,1537_186
Liffey Valley Shopping Centre,53.3643194,-6.270189391000001,Charlestown Shopping Centre,28,40,838,186_838
Liffey Valley Shopping Centre,53.36374492,-6.267763413,Charlestown Shopping Centre,29,40,839,838_839
Liffey Valley Shopping Centre,53.36324335,-6.265409666,Charlestown Shopping Centre,30,40,840,839_840
Liffey Valley Shopping Centre,53.36212220000001,-6.260632015,Charlestown Shopping Centre,31,40,841,840_841
Liffey Valley Shopping Centre,53.36003184,-6.260897458,Charlestown Shopping Centre,32,40,49,841_49
Liffey Valley Shopping Centre,53.35798985,-6.263249251,Charlestown Shopping Centre,33,40,51,49_51
Liffey Valley Shopping Centre,53.35679465,-6.2644997479999995,Charlestown Shopping Centre,34,40,52,51_52
Liffey Valley Shopping Centre,53.35405628,-6.262853361,Charlestown Shopping Centre,35,40,261,52_261
Liffey Valley Shopping Centre,53.35062339,-6.260424292000001,Charlestown Shopping Centre,36,40,270,261_270
Liffey Valley Shopping Centre,53.34626194,-6.257808167,Charlestown Shopping Centre,37,40,335,270_335
Liffey Valley Shopping Centre,53.34430106,-6.260171051,Charlestown Shopping Centre,38,40,4521,335_4521
Liffey Valley Shopping Centre,53.34393435,-6.268326352000001,Charlestown Shopping Centre,39,40,1935,4521_1935
Liffey Valley Shopping Centre,53.3430875,-6.273151674,Charlestown Shopping Centre,40,40,1937,1935_1937
Liffey Valley Shopping Centre,53.3429779,-6.276760607999999,Charlestown Shopping Centre,41,40,1938,1937_1938
Liffey Valley Shopping Centre,53.34299827,-6.280664667000001,Charlestown Shopping Centre,42,40,1939,1938_1939
Liffey Valley Shopping Centre,53.3435386,-6.285734347999999,Charlestown Shopping Centre,43,40,1940,1939_1940
Liffey Valley Shopping Centre,53.343345400000004,-6.28918142,Charlestown Shopping Centre,44,40,1941,1940_1941
Liffey Valley Shopping Centre,53.34225498,-6.294631729,Charlestown Shopping Centre,45,40,1942,1941_1942
Liffey Valley Shopping Centre,53.34137326,-6.2983463660000005,Charlestown Shopping Centre,46,40,1943,1942_1943
Liffey Valley Shopping Centre,53.34067533,-6.303615405,Charlestown Shopping Centre,47,40,1944,1943_1944
Liffey Valley Shopping Centre,53.34055478,-6.3096874000000005,Charlestown Shopping Centre,48,40,1945,1944_1945
Liffey Valley Shopping Centre,53.3401188,-6.316357477,Charlestown Shopping Centre,49,40,1946,1945_1946
Liffey Valley Shopping Centre,53.33981786,-6.317961195,Charlestown Shopping Centre,50,40,1947,1946_1947
Liffey Valley Shopping Centre,53.34118214,-6.319739696,Charlestown Shopping Centre,51,40,2642,1947_2642
Liffey Valley Shopping Centre,53.34153226,-6.320987455,Charlestown Shopping Centre,52,40,2643,2642_2643
Liffey Valley Shopping Centre,53.34199059,-6.327382266,Charlestown Shopping Centre,53,40,2644,2643_2644
Liffey Valley Shopping Centre,53.34299278,-6.333485665,Charlestown Shopping Centre,54,40,2709,2644_2709
Liffey Valley Shopping Centre,53.34211509,-6.3395122079999995,Charlestown Shopping Centre,55,40,2710,2709_2710
Liffey Valley Shopping Centre,53.34178353,-6.341522512999999,Charlestown Shopping Centre,56,40,2711,2710_2711
Liffey Valley Shopping Centre,53.34245985,-6.34556626,Charlestown Shopping Centre,57,40,2712,2711_2712
Liffey Valley Shopping Centre,53.34213816,-6.352847576,Charlestown Shopping Centre,58,40,2655,2712_2655
Liffey Valley Shopping Centre,53.34262349,-6.358716107,Charlestown Shopping Centre,59,40,2656,2655_2656
Liffey Valley Shopping Centre,53.34298283,-6.363282972,Charlestown Shopping Centre,60,40,2668,2656_2668
Liffey Valley Shopping Centre,53.34335894,-6.367774177,Charlestown Shopping Centre,61,40,2672,2668_2672
Liffey Valley Shopping Centre,53.34377941,-6.37289456,Charlestown Shopping Centre,62,40,2673,2672_2673
Liffey Valley Shopping Centre,53.34418679,-6.375747671,Charlestown Shopping Centre,63,40,2206,2673_2206
Liffey Valley Shopping Centre,53.34561428,-6.3809201820000006,Charlestown Shopping Centre,64,40,4798,2206_4798
Liffey Valley Shopping Centre,53.34756006,-6.3892126629999995,Charlestown Shopping Centre,65,40,2674,4798_2674
Liffey Valley Shopping Centre,53.34778895,-6.395527539,Charlestown Shopping Centre,66,40,2675,2674_2675
Liffey Valley Shopping Centre,53.34695842,-6.397931872999999,Charlestown Shopping Centre,67,40,2124,2675_2124
Liffey Valley Shopping Centre,53.34558678,-6.398193575,Charlestown Shopping Centre,68,40,2125,2124_2125
Liffey Valley Shopping Centre,53.34393544,-6.39837563,Charlestown Shopping Centre,69,40,2126,2125_2126
Liffey Valley Shopping Centre,53.34157147,-6.399034915,Charlestown Shopping Centre,70,40,2127,2126_2127
Liffey Valley Shopping Centre,53.33966666,-6.399752017999999,Charlestown Shopping Centre,71,40,2128,2127_2128
Liffey Valley Shopping Centre,53.33572837,-6.400304898,Charlestown Shopping Centre,72,40,2129,2128_2129
Liffey Valley Shopping Centre,53.33706516,-6.405495594,Charlestown Shopping Centre,73,40,4797,2129_4797
Liffey Valley Shopping Centre,53.33905265,-6.408274692000001,Charlestown Shopping Centre,74,40,7473,4797_7473
Liffey Valley Shopping Centre,53.34174508,-6.407979172,Charlestown Shopping Centre,75,40,2681,7473_2681
Liffey Valley Shopping Centre,53.34350862,-6.40744789,Charlestown Shopping Centre,76,40,4691,2681_4691
Liffey Valley Shopping Centre,53.34559234,-6.4066643139999995,Charlestown Shopping Centre,77,40,2682,4691_2682
Liffey Valley Shopping Centre,53.34736324,-6.406012492,Charlestown Shopping Centre,78,40,4796,2682_4796
Liffey Valley Shopping Centre,53.34950944,-6.405196397,Charlestown Shopping Centre,79,40,4690,4796_4690
Liffey Valley Shopping Centre,53.35096772,-6.404691317999999,Charlestown Shopping Centre,80,40,4411,4690_4411
Liffey Valley Shopping Centre,53.35267935,-6.395599227999999,Charlestown Shopping Centre,81,40,4715,4411_4715
Parnell St.,53.45331541,-6.288678808999999,Toberbu,1,40B,4316,start
Parnell St.,53.45301871,-6.292440071000001,Toberbu,2,40B,4317,4316_4317
Parnell St.,53.44065527,-6.29838519,Toberbu,3,40B,7013,4317_7013
Parnell St.,53.43220588,-6.299595694,Toberbu,4,40B,6162,7013_6162
Parnell St.,53.43003291,-6.30100679,Toberbu,5,40B,7022,6162_7022
Parnell St.,53.42484377,-6.305216392999999,Toberbu,6,40B,1554,7022_1554
Parnell St.,53.41825199,-6.306862732000001,Toberbu,7,40B,1555,1554_1555
Parnell St.,53.40952778,-6.303915052000001,Toberbu,8,40B,1556,1555_1556
Parnell St.,53.40772054,-6.300707908,Toberbu,9,40B,1557,1556_1557
Parnell St.,53.40570645,-6.300652822000001,Toberbu,10,40B,1181,1557_1181
Parnell St.,53.40392506,-6.301791678,Toberbu,11,40B,7350,1181_7350
Parnell St.,53.39981751,-6.303053095,Toberbu,12,40B,1558,7350_1558
Parnell St.,53.39743266,-6.306636782999999,Toberbu,13,40B,1549,1558_1549
Parnell St.,53.39787885,-6.3095815570000005,Toberbu,14,40B,1523,1549_1523
Parnell St.,53.39555626,-6.310590887,Toberbu,15,40B,1524,1523_1524
Parnell St.,53.3940693,-6.311582062,Toberbu,16,40B,1525,1524_1525
Parnell St.,53.39230694,-6.3115315370000005,Toberbu,17,40B,1526,1525_1526
Parnell St.,53.39046267,-6.31140908,Toberbu,18,40B,6080,1526_6080
Parnell St.,53.39014167,-6.310955692,Toberbu,19,40B,983,6080_983
Parnell St.,53.38991139,-6.30675495,Toberbu,20,40B,984,983_984
Parnell St.,53.38992475,-6.303897725,Toberbu,21,40B,985,984_985
Parnell St.,53.38845883,-6.2981526070000005,Toberbu,22,40B,1529,985_1529
Parnell St.,53.38666414,-6.297096643,Toberbu,23,40B,4542,1529_4542
Parnell St.,53.38374366,-6.293364741,Toberbu,24,40B,1531,4542_1531
Parnell St.,53.38174412,-6.2905585010000005,Toberbu,25,40B,1532,1531_1532
Parnell St.,53.37896788,-6.2874980879999995,Toberbu,26,40B,1533,1532_1533
Parnell St.,53.37533284,-6.285975603,Toberbu,27,40B,1534,1533_1534
Parnell St.,53.37230596,-6.282369944,Toberbu,28,40B,1535,1534_1535
Parnell St.,53.36962603,-6.277278043,Toberbu,29,40B,1536,1535_1536
Parnell St.,53.36806621,-6.273208399,Toberbu,30,40B,1537,1536_1537
Parnell St.,53.36535534,-6.271589978,Toberbu,31,40B,186,1537_186
Parnell St.,53.3643194,-6.270189391000001,Toberbu,32,40B,838,186_838
Parnell St.,53.36374492,-6.267763413,Toberbu,33,40B,839,838_839
Parnell St.,53.36324335,-6.265409666,Toberbu,34,40B,840,839_840
Parnell St.,53.36212220000001,-6.260632015,Toberbu,35,40B,841,840_841
Parnell St.,53.36003184,-6.260897458,Toberbu,36,40B,49,841_49
Parnell St.,53.35798985,-6.263249251,Toberbu,37,40B,51,49_51
Parnell St.,53.35679465,-6.2644997479999995,Toberbu,38,40B,52,51_52
Parnell St.,53.35211562,-6.2610545339999994,Toberbu,39,40B,4725,52_4725
Parnell St.,53.35309059,-6.2601135,Toberbu,40,40B,6071,4725_6071
Toberburr,53.35280357,-6.260771148,Parnell St.,1,40B,6004,start
Toberburr,53.35284091,-6.264570261,Parnell St.,2,40B,7,6004_7
Toberburr,53.356958299999995,-6.264628311,Parnell St.,3,40B,11,7_11
Toberburr,53.35853124,-6.262776506,Parnell St.,4,40B,14,11_14
Toberburr,53.36008858,-6.26109047,Parnell St.,5,40B,15,14_15
Toberburr,53.36197935,-6.260697936000001,Parnell St.,6,40B,834,15_834
Toberburr,53.36256033,-6.26294315,Parnell St.,7,40B,835,834_835
Toberburr,53.3632915,-6.266249162,Parnell St.,8,40B,836,835_836
Toberburr,53.36370153,-6.267870355,Parnell St.,9,40B,837,836_837
Toberburr,53.36677782,-6.272373909,Parnell St.,10,40B,1506,837_1506
Toberburr,53.36839052,-6.274502692,Parnell St.,11,40B,1507,1506_1507
Toberburr,53.369910899999994,-6.278333551,Parnell St.,12,40B,1508,1507_1508
Toberburr,53.37292583,-6.28422366,Parnell St.,13,40B,1509,1508_1509
Toberburr,53.37690693,-6.287310237000001,Parnell St.,14,40B,1510,1509_1510
Toberburr,53.37823452,-6.287752985,Parnell St.,15,40B,1511,1510_1511
Toberburr,53.38217432,-6.291728835,Parnell St.,16,40B,1512,1511_1512
Toberburr,53.38447414,-6.294793755,Parnell St.,17,40B,1538,1512_1538
Toberburr,53.38623592,-6.29606136,Parnell St.,18,40B,4548,1538_4548
Toberburr,53.38968607,-6.298494559,Parnell St.,19,40B,4592,4548_4592
Toberburr,53.38980457,-6.303030463,Parnell St.,20,40B,980,4592_980
Toberburr,53.38978091,-6.307060832,Parnell St.,21,40B,981,980_981
Toberburr,53.39060039,-6.311614124,Parnell St.,22,40B,1518,981_1518
Toberburr,53.39244487,-6.311751618,Parnell St.,23,40B,1519,1518_1519
Toberburr,53.393920200000004,-6.311843587,Parnell St.,24,40B,1520,1519_1520
Toberburr,53.39540738,-6.310867452999999,Parnell St.,25,40B,7661,1520_7661
Toberburr,53.3972213,-6.310750494,Parnell St.,26,40B,1521,7661_1521
Toberburr,53.39845281,-6.307588797,Parnell St.,27,40B,4546,1521_4546
Toberburr,53.39734112,-6.306520115,Parnell St.,28,40B,1559,4546_1559
Toberburr,53.39700754,-6.304548381,Parnell St.,29,40B,1560,1559_1560
Toberburr,53.40019629,-6.303143293,Parnell St.,30,40B,1280,1560_1280
Toberburr,53.40350243,-6.302410113,Parnell St.,31,40B,6348,1280_6348
Toberburr,53.40562047,-6.300926982999999,Parnell St.,32,40B,1182,6348_1182
Toberburr,53.40755029,-6.300744777,Parnell St.,33,40B,1550,1182_1550
Toberburr,53.40970015,-6.3046603039999995,Parnell St.,34,40B,1551,1550_1551
Toberburr,53.41911712,-6.3070239489999995,Parnell St.,35,40B,1552,1551_1552
Toberburr,53.42521313,-6.305276937,Parnell St.,36,40B,1553,1552_1553
Toberburr,53.43086831,-6.300973467,Parnell St.,37,40B,7023,1553_7023
Toberburr,53.44075173,-6.29821575,Parnell St.,38,40B,7014,7023_7014
Toberburr,53.4526204,-6.291612837000001,Parnell St.,39,40B,4315,7014_4315
Toberburr,53.45331541,-6.288678808999999,Parnell St.,40,40B,4316,4315_4316
Parnell St.,53.42676062,-6.369952565,Tyrrelstown,1,40D,7560,start
Parnell St.,53.41908134,-6.378265517000001,Tyrrelstown,2,40D,7073,7560_7073
Parnell St.,53.420141,-6.384830261,Tyrrelstown,3,40D,7097,7073_7097
Parnell St.,53.42133658,-6.388170322000001,Tyrrelstown,4,40D,7098,7097_7098
Parnell St.,53.4217822,-6.391222908,Tyrrelstown,5,40D,7099,7098_7099
Parnell St.,53.41975887,-6.3918108479999995,Tyrrelstown,6,40D,7100,7099_7100
Parnell St.,53.41825847,-6.387188462999999,Tyrrelstown,7,40D,7101,7100_7101
Parnell St.,53.41757908,-6.386130949,Tyrrelstown,8,40D,7505,7101_7505
Parnell St.,53.41096170000001,-6.376017233,Tyrrelstown,9,40D,5071,7505_5071
Parnell St.,53.40930938,-6.3708455939999995,Tyrrelstown,10,40D,5072,5071_5072
Parnell St.,53.4114904,-6.36996497,Tyrrelstown,11,40D,4321,5072_4321
Parnell St.,53.41276683,-6.360784957999999,Tyrrelstown,12,40D,7342,4321_7342
Parnell St.,53.408242099999995,-6.357890472,Tyrrelstown,13,40D,7125,7342_7125
Parnell St.,53.40468921,-6.357696431,Tyrrelstown,14,40D,7344,7125_7344
Parnell St.,53.40218843,-6.355581957,Tyrrelstown,15,40D,2510,7344_2510
Parnell St.,53.39840857,-6.350013232,Tyrrelstown,16,40D,7242,2510_7242
Parnell St.,53.39718341,-6.344616987999999,Tyrrelstown,17,40D,7238,7242_7238
Parnell St.,53.39781666,-6.3384418920000005,Tyrrelstown,18,40D,7224,7238_7224
Parnell St.,53.39806801,-6.33390565,Tyrrelstown,19,40D,1581,7224_1581
Parnell St.,53.39276988,-6.3220535920000005,Tyrrelstown,20,40D,1582,1581_1582
Parnell St.,53.39226726,-6.320825375,Tyrrelstown,21,40D,4793,1582_4793
Parnell St.,53.39028238,-6.317099573999999,Tyrrelstown,22,40D,6068,4793_6068
Parnell St.,53.38988546,-6.315085482000001,Tyrrelstown,23,40D,1584,6068_1584
Parnell St.,53.39014167,-6.310955692,Tyrrelstown,24,40D,983,1584_983
Parnell St.,53.38991139,-6.30675495,Tyrrelstown,25,40D,984,983_984
Parnell St.,53.38992475,-6.303897725,Tyrrelstown,26,40D,985,984_985
Parnell St.,53.38845883,-6.2981526070000005,Tyrrelstown,27,40D,1529,985_1529
Parnell St.,53.38666414,-6.297096643,Tyrrelstown,28,40D,4542,1529_4542
Parnell St.,53.38374366,-6.293364741,Tyrrelstown,29,40D,1531,4542_1531
Parnell St.,53.38174412,-6.2905585010000005,Tyrrelstown,30,40D,1532,1531_1532
Parnell St.,53.37896788,-6.2874980879999995,Tyrrelstown,31,40D,1533,1532_1533
Parnell St.,53.37533284,-6.285975603,Tyrrelstown,32,40D,1534,1533_1534
Parnell St.,53.37230596,-6.282369944,Tyrrelstown,33,40D,1535,1534_1535
Parnell St.,53.36962603,-6.277278043,Tyrrelstown,34,40D,1536,1535_1536
Parnell St.,53.36806621,-6.273208399,Tyrrelstown,35,40D,1537,1536_1537
Parnell St.,53.36535534,-6.271589978,Tyrrelstown,36,40D,186,1537_186
Parnell St.,53.3643194,-6.270189391000001,Tyrrelstown,37,40D,838,186_838
Parnell St.,53.36374492,-6.267763413,Tyrrelstown,38,40D,839,838_839
Parnell St.,53.36324335,-6.265409666,Tyrrelstown,39,40D,840,839_840
Parnell St.,53.36212220000001,-6.260632015,Tyrrelstown,40,40D,841,840_841
Parnell St.,53.36003184,-6.260897458,Tyrrelstown,41,40D,49,841_49
Parnell St.,53.35798985,-6.263249251,Tyrrelstown,42,40D,51,49_51
Parnell St.,53.35679465,-6.2644997479999995,Tyrrelstown,43,40D,52,51_52
Parnell St.,53.35211562,-6.2610545339999994,Tyrrelstown,44,40D,4725,52_4725
Parnell St.,53.35309059,-6.2601135,Tyrrelstown,45,40D,6071,4725_6071
Tyrrelstown,53.35280357,-6.260771148,Parnell St.,1,40D,6004,start
Tyrrelstown,53.35284091,-6.264570261,Parnell St.,2,40D,7,6004_7
Tyrrelstown,53.356958299999995,-6.264628311,Parnell St.,3,40D,11,7_11
Tyrrelstown,53.35853124,-6.262776506,Parnell St.,4,40D,14,11_14
Tyrrelstown,53.36008858,-6.26109047,Parnell St.,5,40D,15,14_15
Tyrrelstown,53.36197935,-6.260697936000001,Parnell St.,6,40D,834,15_834
Tyrrelstown,53.36256033,-6.26294315,Parnell St.,7,40D,835,834_835
Tyrrelstown,53.3632915,-6.266249162,Parnell St.,8,40D,836,835_836
Tyrrelstown,53.36370153,-6.267870355,Parnell St.,9,40D,837,836_837
Tyrrelstown,53.36677782,-6.272373909,Parnell St.,10,40D,1506,837_1506
Tyrrelstown,53.36839052,-6.274502692,Parnell St.,11,40D,1507,1506_1507
Tyrrelstown,53.369910899999994,-6.278333551,Parnell St.,12,40D,1508,1507_1508
Tyrrelstown,53.37292583,-6.28422366,Parnell St.,13,40D,1509,1508_1509
Tyrrelstown,53.37690693,-6.287310237000001,Parnell St.,14,40D,1510,1509_1510
Tyrrelstown,53.37823452,-6.287752985,Parnell St.,15,40D,1511,1510_1511
Tyrrelstown,53.38217432,-6.291728835,Parnell St.,16,40D,1512,1511_1512
Tyrrelstown,53.38447414,-6.294793755,Parnell St.,17,40D,1538,1512_1538
Tyrrelstown,53.38623592,-6.29606136,Parnell St.,18,40D,4548,1538_4548
Tyrrelstown,53.38946516,-6.300021913999999,Parnell St.,19,40D,1514,4548_1514
Tyrrelstown,53.38980457,-6.303030463,Parnell St.,20,40D,980,1514_980
Tyrrelstown,53.38978091,-6.307060832,Parnell St.,21,40D,981,980_981
Tyrrelstown,53.38931741,-6.313048125,Parnell St.,22,40D,1576,981_1576
Tyrrelstown,53.38988581,-6.3157470170000005,Parnell St.,23,40D,1577,1576_1577
Tyrrelstown,53.39038513,-6.3180126770000005,Parnell St.,24,40D,1578,1577_1578
Tyrrelstown,53.39291139,-6.322529185,Parnell St.,25,40D,4364,1578_4364
Tyrrelstown,53.39352158,-6.323738177,Parnell St.,26,40D,1579,4364_1579
