ts_recorded_data,ts_unix_recorded_data,ts_weather,ts_unix_weather,rain_mm,temp_c
2019-08-13 22:33:39,1565735619,2019-08-19 15:00:00,1566226800,0.2886,18.19
2019-08-13 22:33:39,1565735619,2019-08-19 16:00:00,1566230400,0.3932,17.84
2019-08-13 22:33:39,1565735619,2019-08-19 17:00:00,1566234000,0.4621,17.06
2019-08-13 22:33:39,1565735619,2019-08-19 18:00:00,1566237600,0.4578,16.2
2019-08-13 22:33:39,1565735619,2019-08-19 19:00:00,1566241200,0.3374,15.49
2019-08-13 22:33:39,1565735619,2019-08-19 20:00:00,1566244800,0.1876,14.41
2019-08-13 22:33:39,1565735619,2019-08-19 21:00:00,1566248400,0.0991,13.32
2019-08-13 22:33:39,1565735619,2019-08-19 22:00:00,1566252000,0.0485,12.11
2019-08-13 22:33:39,1565735619,2019-08-19 23:00:00,1566255600,0.0186,11.2
2019-08-13 22:33:39,1565735619,2019-08-20 00:00:00,1566259200,0.0096,10.59
2019-08-13 22:33:39,1565735619,2019-08-20 01:00:00,1566262800,0.0186,10.33
2019-08-13 22:33:39,1565735619,2019-08-20 02:00:00,1566266400,0.0422,10.05
2019-08-13 22:33:39,1565735619,2019-08-20 03:00:00,1566270000,0.0566,9.77
2019-08-13 22:33:39,1565735619,2019-08-20 04:00:00,1566273600,0.0387,9.38
2019-08-13 22:33:39,1565735619,2019-08-20 05:00:00,1566277200,0.0155,9.29
2019-08-13 22:33:39,1565735619,2019-08-20 06:00:00,1566280800,0.0069,9.75
2019-08-13 22:33:39,1565735619,2019-08-20 07:00:00,1566284400,0.0068,10.73
2019-08-13 22:33:39,1565735619,2019-08-20 08:00:00,1566288000,0.0172,12.25
2019-08-13 22:33:39,1565735619,2019-08-20 09:00:00,1566291600,0.0379,13.56
2019-08-13 22:33:39,1565735619,2019-08-20 10:00:00,1566295200,0.0651,14.44
2019-08-13 22:33:39,1565735619,2019-08-20 11:00:00,1566298800,0.0982,15.32
2019-08-13 22:33:39,1565735619,2019-08-20 12:00:00,1566302400,0.1172,15.92
2019-08-13 22:33:39,1565735619,2019-08-20 13:00:00,1566306000,0.1041,17.02
2019-08-13 22:33:39,1565735619,2019-08-20 14:00:00,1566309600,0.079,17.84
2019-08-13 22:33:39,1565735619,2019-08-20 15:00:00,1566313200,0.0612,18.56
2019-08-13 22:33:39,1565735619,2019-08-20 16:00:00,1566316800,0.0536,18.49
2019-08-13 22:33:39,1565735619,2019-08-20 17:00:00,1566320400,0.0655,18.05
2019-08-13 22:33:39,1565735619,2019-08-20 18:00:00,1566324000,0.0829,17.3
2019-08-13 22:33:39,1565735619,2019-08-20 19:00:00,1566327600,0.0875,16.64
2019-08-13 22:33:39,1565735619,2019-08-20 20:00:00,1566331200,0.1186,15.11
2019-08-13 22:33:39,1565735619,2019-08-20 21:00:00,1566334800,0.1384,13.89
2019-08-13 22:33:39,1565735619,2019-08-20 22:00:00,1566338400,0.0772,12.93
